order_id,customer_id,order_date,status,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_cost,total_amount
557,302,2025-05-16,processing,74444 John Track Apt. 582,Port Donna,MA,19457,8.55,4701.95
558,2,2025-04-05,cancelled,38061 Mendoza Rapid Apt. 438,North Alexborough,CT,00850,12.83,231.42
559,790,2025-03-08,cancelled,76140 Robertson Parkways Suite 169,South Sheilabury,PR,30040,5.65,767.39
560,617,2025-06-04,shipped,92009 Darryl Rapids,North Gina,OH,46248,23.42,1859.58
561,991,2025-10-01,cancelled,9398 Emily Glens Suite 906,North Christieton,IN,31167,9.42,1019.98
562,580,2025-05-22,pending,38223 Lewis Island,Erinberg,NH,91202,23.73,5165.2
563,145,2024-11-26,shipped,501 Hernandez Lodge,Wardmouth,NM,53738,19.91,3462.6
564,244,2025-05-10,shipped,871 Melissa Passage Suite 839,Andersonton,MO,92671,24.65,1157.3
565,172,2025-04-17,pending,568 Gomez Inlet,South Steven,GU,84252,21.43,3622.47
566,687,2024-11-19,shipped,750 Jeff Club,Deborahview,IL,73683,13.93,2058.45
567,272,2025-05-29,processing,3150 Karen Square,West Ellen,ME,90613,9.99,1379.78
568,70,2025-05-30,shipped,55614 Whitney Mills Suite 376,North Kimborough,HI,47550,10.13,2327.1
569,111,2025-05-06,pending,695 Deanna Lakes,West Emily,MT,78255,5.96,3056.27
570,449,2025-01-21,delivered,42599 Jonathan Unions Apt. 193,Jessicaside,OK,67300,24.38,269.94
571,906,2024-12-12,delivered,24457 Serrano Inlet Apt. 595,East Shelleyside,MO,99941,14.86,3112.14
572,388,2025-06-14,shipped,382 Terri Mews,New Patrick,WY,45888,15.92,3885.97
573,104,2025-01-01,delivered,73590 James Street,Melindamouth,AK,85204,20.77,3599.22
574,592,2025-08-19,processing,48224 Laura Brook Apt. 595,Nicolemouth,MH,58663,8.25,4113.62
575,76,2025-01-28,pending,742 Smith Knolls,Bradleyfurt,GA,49615,10.9,920.08
576,327,2025-08-30,shipped,3539 Valentine Unions,Richardville,NH,21686,24.03,536.85
577,76,2025-10-26,shipped,36798 Thomas Loaf Apt. 015,South Sally,ID,61859,8.4,1463.5
578,385,2025-02-24,processing,84487 Michael Ports,New Melindaport,AR,75108,19.64,5082.35
579,561,2024-11-21,pending,5878 Mario Mountain,North Traci,AK,23991,11.76,5183.5
580,629,2025-01-09,delivered,73540 Bowman Flats,Kimberlytown,AS,13074,19.09,157.71
581,442,2025-04-14,processing,506 Claudia Stravenue Apt. 371,Gomezmouth,CA,03271,17.15,447.52
582,445,2024-12-30,processing,465 Medina Cove,East Tammy,GA,03399,6.07,4473.27
583,340,2025-08-29,processing,52501 Samuel Rapids Suite 950,Steventon,AL,52980,24.49,1669.64
584,420,2025-01-19,cancelled,17759 Steven Haven Apt. 923,South Nicole,UT,40897,19.44,847.98
585,748,2025-07-05,cancelled,70660 Snyder Light Suite 273,North Jessica,GA,96387,10.31,2798.62
586,289,2025-09-18,shipped,18987 Daniel Drives,Gabrielleview,MI,09744,9.75,609.41
587,51,2025-04-06,delivered,37034 Marcia Skyway Suite 978,Jeffreymouth,VT,06317,16.44,915.42
588,861,2025-09-01,delivered,743 Sharon Station,Port Annafurt,MI,36861,8.07,801.03
589,370,2025-03-08,pending,062 Belinda Island Apt. 795,Brownburgh,MI,08462,13.55,534.45
590,302,2025-09-16,cancelled,30206 Lauren Bridge,Jasonhaven,LA,44644,14.61,1762.49
591,100,2025-08-28,pending,49785 Noble Way,Port Melanie,IN,19481,9.14,1670.8
592,654,2025-03-31,shipped,38211 Thompson Track,Lauraton,TX,17304,24.54,1730.42
593,485,2025-03-29,pending,30999 Nicholson Rest Suite 264,Gallaghertown,NJ,03176,11.17,2213.77
594,408,2025-02-01,delivered,2155 Taylor Glens Apt. 169,New Nicolefort,MI,74857,14.78,2738.87
595,677,2025-08-27,shipped,90454 Ryan Hollow Suite 829,West Brian,RI,66271,6.82,492.52
596,558,2025-05-23,delivered,1187 Megan Mill Suite 989,North Robertside,AZ,20540,8.7,1913.17
597,907,2025-09-28,delivered,55677 Lopez Loop,West Christine,GA,82530,12.39,1931.1
598,457,2025-02-14,pending,5076 Parker Pines Apt. 559,New Amanda,NH,64874,10.27,3618.31
599,477,2025-10-24,shipped,2580 Manning Drive,North Evan,WI,25664,9.52,1880.97
600,276,2025-11-10,cancelled,360 Daniel Islands Apt. 323,Port Cindy,WV,38270,6.23,6443.42
601,771,2024-12-31,pending,1793 Robinson Highway,North Natalie,CA,90883,6.71,168.25
602,353,2025-05-18,cancelled,0903 Rodriguez Grove Apt. 333,East Ashleyfurt,WA,05170,13.28,871.08
603,775,2025-10-11,cancelled,720 Harris Cliffs Suite 676,East Wesley,NE,47542,9.55,425.26
604,63,2025-05-26,delivered,01618 Jacob Turnpike Apt. 879,Ericborough,TX,37544,21.37,2314.33
605,429,2024-11-15,cancelled,7551 Roberson Shore Suite 983,East Chelsea,OR,09971,18.74,2842.85
606,959,2025-07-27,delivered,80919 Taylor Square,North Barbarahaven,HI,64395,16.45,3130.0
607,242,2025-05-01,delivered,9567 Blevins Points,Montoyachester,DE,20762,10.98,1742.93
608,405,2024-12-12,pending,4441 Massey Lake Suite 437,Virginiahaven,HI,38904,15.04,3520.91
609,923,2025-10-22,cancelled,28180 Susan Ridges,Michaelview,TN,36503,21.01,1285.63
610,694,2025-03-08,cancelled,2640 Rodriguez Stravenue,Melissashire,CO,26405,7.95,603.55
611,973,2024-12-22,delivered,5274 Teresa Greens Suite 645,Lauraland,SC,23806,8.46,5092.4
612,172,2025-06-11,processing,265 Eric Radial,Shannonshire,OR,17722,21.17,2161.93
613,130,2025-04-10,pending,70095 Chad Views,Lake Lindseyberg,FL,58183,13.47,560.43
614,700,2025-08-03,delivered,58425 Christopher Plains Suite 422,North Ann,NY,28792,9.04,1033.08
615,843,2025-11-05,processing,97570 Kelly Burgs,Dickersonside,CO,35590,21.68,3191.7
616,265,2025-09-11,shipped,3627 Meyer Stream Apt. 873,South Jennymouth,DC,78157,23.22,3638.77
617,937,2025-05-07,pending,84685 Brittany Lodge Apt. 758,Collierberg,NV,92492,6.74,2817.68
618,570,2025-07-31,delivered,900 Christine Crest,Martinezberg,NY,11252,16.04,308.78
619,878,2024-12-22,shipped,70404 Stephens Shoals,Hallport,NY,06961,15.39,1890.79
620,940,2025-03-29,pending,702 Victor Garden,Tateton,SC,10969,20.73,4839.09
621,639,2025-04-14,cancelled,62958 Samantha Village,Mendozashire,MO,86558,15.45,3568.75
622,430,2025-10-14,pending,4166 Richard Plaza Suite 888,Kristieport,KY,87762,13.29,1104.03
623,152,2025-01-01,cancelled,49886 Phelps Forges Suite 845,East Robertburgh,NM,54965,16.76,1948.48
624,777,2025-04-16,pending,15525 Davis Mountain Apt. 211,South Stephanie,CT,72956,23.5,3101.29
625,577,2025-04-12,pending,63458 Butler Spurs Suite 710,Michaelfurt,NY,98668,20.71,675.89
626,889,2025-10-02,cancelled,3424 Jamie Ridges,New Nancy,SC,62697,22.6,1342.27
627,899,2024-11-17,delivered,2513 White Walk,West Amanda,VI,53321,10.28,1760.98
628,671,2024-12-25,delivered,14084 Green Loop,West Crystalport,NH,15810,16.44,4523.87
629,485,2025-09-02,pending,627 Gibson Fields,Lake Jack,AZ,03716,8.44,2058.94
630,413,2025-04-15,processing,936 Villa Ridges,Stricklandside,AL,22623,17.36,3730.62
631,698,2025-09-25,delivered,52358 Maldonado Ranch,Youngside,IL,87796,5.78,4764.91
632,911,2025-07-10,shipped,0749 Phillip Ridge Apt. 555,Garciachester,WV,92000,18.81,866.79
633,51,2024-12-01,delivered,5104 Joseph Dam Suite 846,Aprilshire,OR,27918,23.42,988.55
634,919,2025-01-25,shipped,1768 Lee View Suite 994,New Jillview,WA,59774,5.4,2257.91
635,838,2025-05-02,shipped,9728 Christine Dam,Brayland,ME,00557,11.22,3756.81
636,864,2025-11-10,delivered,4087 Stephanie Freeway Suite 188,Shannonmouth,FL,35969,22.16,2782.19
637,702,2025-10-03,pending,64201 Jill Causeway,Port Gloria,SD,79703,24.45,2171.81
638,234,2025-03-12,processing,11215 Buchanan Gardens Apt. 381,Donaldsonside,KS,19835,11.01,3647.01
639,762,2025-04-22,delivered,017 Johnson Lane Apt. 533,Brownville,PA,83572,20.48,2453.38
640,329,2025-02-07,shipped,986 Calhoun Green,South John,HI,75004,19.58,1141.44
641,620,2025-04-01,pending,4521 Kimberly Expressway,Wellsburgh,MD,70893,8.76,1188.66
642,217,2025-08-26,delivered,47608 Lisa Burg Suite 354,Williamsfort,OR,60816,19.82,2973.0
643,778,2025-07-29,cancelled,768 Chang Groves,Maryberg,MD,45039,22.34,3691.26
644,841,2025-11-02,pending,48869 Parker Plains,North Davidtown,TN,80773,15.31,5715.05
645,163,2025-04-24,pending,5317 Watts Ridges Suite 962,Bakerborough,IN,39892,11.22,3894.14
646,519,2025-10-23,delivered,83437 John Junctions,South Michelle,AS,55133,7.71,857.83
647,872,2025-05-19,cancelled,3916 Jacob Greens Suite 893,East Todd,MO,12058,22.59,2950.89
648,30,2025-03-30,processing,848 Kristin Mount,Port Kimberly,MA,15893,8.86,1523.78
649,853,2025-01-15,processing,4815 Hayden Meadows Apt. 639,Lake Alicehaven,MA,46498,21.74,2845.48
650,256,2025-02-20,pending,0993 Brown Squares,Kelleyview,OK,28628,14.13,179.19
651,941,2025-03-16,shipped,1772 Paula Dale,South Michaelville,IA,39815,19.09,1934.54
652,281,2025-06-05,shipped,7968 Alexander Ferry Apt. 224,North Tommyburgh,OH,11364,21.47,1735.05
653,518,2025-03-09,delivered,431 Jordan Lodge Suite 400,Adamport,IA,59292,17.71,1767.15
654,127,2025-06-01,pending,19587 Robert Causeway Suite 340,Tiffanyland,FM,26973,9.84,7915.73
655,501,2024-11-26,cancelled,2395 Jacob Port Apt. 823,Port David,NM,16060,13.92,976.77
656,984,2025-04-15,delivered,968 Donna Trail,Kyleland,LA,39134,16.74,1108.47
657,359,2025-09-08,shipped,52156 Donald Skyway,West Nicole,PR,65483,8.27,3531.4
658,916,2025-03-05,shipped,792 Miller Keys Suite 137,East Jacquelineshire,NV,79072,19.98,3289.77
659,706,2025-04-29,pending,784 Stephen Manor,Williamsonbury,RI,28761,10.7,1099.56
660,396,2025-04-21,pending,499 Patrick Ferry,East Brettmouth,GA,16404,8.26,1106.16
661,586,2024-12-05,processing,46813 John Forest,Gonzalezport,OK,18282,22.14,1514.59
662,663,2025-01-30,processing,249 Tony Unions Apt. 041,Sandersside,PW,44080,18.55,124.8
663,276,2025-09-15,delivered,30164 Joanne Burg,New Holly,WV,86674,15.27,258.53
664,886,2025-04-08,pending,88069 Joshua Ville,North Kevinhaven,FL,09666,14.48,591.23
665,136,2025-06-23,processing,06244 Allison Terrace,North Elizabethchester,WI,55497,17.02,4268.49
666,9,2025-08-07,processing,0995 Harmon Isle,Roseland,CA,85364,10.05,3191.73
667,825,2025-02-04,shipped,53293 Jonathon Fort,Lake Zachary,FL,20985,19.25,1956.01
668,727,2025-01-28,shipped,47262 Hood Cove Apt. 916,Patriciaburgh,NV,88841,13.48,2468.52
669,386,2025-10-06,shipped,308 Miles Spring Suite 036,Aliciaton,AL,90706,14.18,725.34
670,224,2025-01-12,delivered,406 Barrera Summit Suite 765,South Dustinfort,PW,93190,11.04,4217.38
671,534,2025-03-07,cancelled,91236 Fitzgerald Mews,Jonathanview,OR,26212,12.94,1639.32
672,105,2024-11-14,pending,590 Sarah Falls,Stacybury,AR,77083,15.23,4569.48
673,679,2025-01-12,shipped,3644 Reyes Flats,New Lauraton,MS,56389,16.23,1902.47
674,609,2025-06-09,cancelled,494 Sandra Lodge,Larrystad,CA,43941,10.65,1732.57
675,701,2025-05-01,pending,923 Alexander Dam Apt. 492,Lindamouth,MD,99452,14.63,3178.79
676,345,2025-11-12,shipped,4298 Monica Brooks,Lake Tony,OR,90193,17.81,3674.33
677,883,2025-02-21,shipped,01056 Wells Causeway,Lake Ryan,KS,80356,10.22,2521.39
678,729,2025-03-30,shipped,21696 Heather Meadows Suite 979,Port Kelly,VI,42410,8.77,2074.64
679,530,2025-06-27,processing,7223 Leslie Trail,Johnsonmouth,OR,37952,22.99,787.74
680,825,2025-06-01,cancelled,5810 Chris Land Suite 475,East Josestad,NM,31313,13.08,2681.72
681,328,2025-05-06,processing,002 Lindsey Fork Apt. 870,Valentineshire,PR,50884,19.43,1456.52
682,672,2025-08-01,delivered,322 Ortega Rapid Apt. 557,East Gregory,FL,24650,24.95,1231.19
683,266,2025-02-09,delivered,0175 Thomas Road,East Bruce,MH,80979,13.09,2573.66
684,755,2025-06-11,pending,42348 Destiny Rue,Lake Roberthaven,KY,43992,16.66,4366.14
685,586,2025-04-10,processing,78573 Dennis Stravenue Apt. 948,Timothymouth,CO,35714,11.86,499.23
686,731,2025-04-06,processing,90921 Julie Canyon,New Jasonburgh,NM,34874,18.73,821.35
687,654,2024-11-17,delivered,69474 Jorge Plain,Port Karenmouth,SD,56705,23.13,1258.81
688,688,2025-09-13,shipped,50218 Dougherty Junctions Apt. 194,West Christopherchester,WV,32756,15.15,2582.47
689,866,2025-05-19,processing,908 Turner Branch,North James,MI,29589,21.81,1003.38
690,898,2025-03-28,cancelled,953 White Trafficway Suite 600,Ericksonport,PR,18851,8.62,3686.85
691,100,2024-11-13,delivered,59739 Ford Causeway,Prattland,AZ,51508,7.56,1412.82
692,265,2025-07-29,cancelled,13032 Jason Shores,East Michael,ME,29832,20.26,2761.26
693,188,2025-01-24,shipped,453 Miles Isle Suite 026,Bushville,PR,23070,18.09,1661.67
694,228,2024-12-12,shipped,82459 Gillespie Expressway Apt. 972,Hannahside,GU,34922,9.47,558.75
695,893,2025-01-31,shipped,099 Wolfe Underpass Suite 939,North Michaelville,MI,83075,13.41,1408.26
696,909,2024-11-24,shipped,08165 Hayley Junctions Suite 153,North Jennifer,GA,73694,12.43,820.71
697,600,2025-02-04,shipped,42495 Janet Island Apt. 800,Bakerhaven,PW,54110,14.28,372.84
698,121,2024-12-27,delivered,7993 Joseph Station Suite 492,Harrishaven,RI,85712,6.07,2716.79
699,650,2025-06-06,cancelled,012 Bennett Stravenue Apt. 005,Seanview,MH,22622,16.61,533.17
700,636,2025-08-10,pending,2828 Phyllis Fields Apt. 551,South Randall,VA,78363,14.44,4401.73
701,200,2024-12-07,cancelled,2972 John Ridges,New Philliptown,GA,17426,7.4,5061.89
702,698,2025-06-15,delivered,65012 Poole Hill,Lake Erikaport,MH,13191,15.6,3577.01
703,424,2025-10-03,pending,97137 Castillo Road Apt. 864,West Steventown,KY,20350,22.42,385.62
704,155,2024-11-28,processing,4786 Michael Ramp Suite 301,East Paul,ME,15949,24.85,1861.07
705,351,2025-03-11,delivered,3187 Debbie Rue Suite 098,East Cameron,MT,18686,24.74,2254.69
706,915,2025-08-04,delivered,24084 Pamela Parks,Audreyhaven,IA,35233,7.86,1781.95
707,884,2025-10-04,processing,32528 Hill Burg Apt. 913,East Edwin,NE,03183,20.58,1430.48
708,500,2025-09-24,shipped,91658 Paul Forest,Kristyland,DC,80894,17.62,2166.43
709,182,2025-06-13,shipped,3180 Romero Gardens Apt. 976,Port Donnafurt,ID,41921,17.69,1033.05
710,5,2024-11-21,delivered,18859 Michelle Mount Suite 335,Danashire,AS,41802,10.47,3054.43
711,780,2025-11-12,processing,24335 Phillip Terrace,Michellebury,IL,96358,16.53,1931.19
712,163,2025-05-21,delivered,54712 Proctor Avenue,Grayport,OH,48335,20.7,2860.87
713,799,2025-11-10,pending,8689 Raymond Parkway Suite 512,Wangton,WA,12993,7.59,4860.11
714,445,2024-12-20,delivered,0637 Kristie Shoal,Matthewstad,MT,93661,13.07,833.65
715,989,2025-03-16,delivered,1423 Jones Inlet Suite 094,East Danaside,GA,20872,12.67,3413.7
716,39,2025-09-02,cancelled,0101 Barbara Key,Lake Kevinport,VA,22870,8.99,1216.46
717,383,2025-07-15,pending,4580 Austin Street,Gravesmouth,MI,13746,22.84,5406.97
718,776,2025-06-12,cancelled,3445 Butler Villages,West Troy,OH,18338,8.81,1412.58
719,693,2025-07-23,pending,459 Anderson Causeway Suite 011,Smithberg,NE,68447,17.53,3657.84
720,255,2025-03-03,processing,7761 Brandon Prairie Suite 637,Petersonstad,TN,58542,18.87,3439.67
721,353,2025-06-28,shipped,319 Melissa Light Suite 116,Port Michael,MA,23955,7.58,2445.37
722,393,2025-01-01,cancelled,629 Amanda Route,Lake Judy,TX,61702,16.77,1398.48
723,172,2025-03-17,pending,727 Hanna Forge,Port Michellemouth,NC,97602,21.48,3585.94
724,306,2025-03-31,shipped,1389 Alvarez Mountain,Kevinton,NV,77225,14.12,1873.39
725,533,2025-02-16,cancelled,93411 Stephanie Lodge Suite 628,Brandonshire,MO,60304,15.48,3108.86
726,445,2025-07-23,processing,4740 Wood Brook,South Leslie,DE,96989,11.85,248.31
727,924,2025-04-11,delivered,7047 Barnett Curve Apt. 728,Zimmermanstad,NM,52986,12.19,1223.65
728,193,2025-09-13,processing,4296 Lewis Turnpike Apt. 954,Millermouth,AS,33775,23.96,5457.84
729,941,2025-09-30,delivered,8674 Fox River,Wilsonmouth,PR,14014,5.38,201.25
730,230,2025-07-11,processing,08044 Michael Plain Apt. 510,South Elizabethfort,AZ,95139,9.22,4968.38
731,23,2025-04-25,cancelled,34530 Diana Square Suite 341,Ericview,WV,87512,15.09,2995.46
732,127,2025-01-08,shipped,81330 Allen Pine,North Karenton,ND,64924,19.22,3709.96
733,812,2025-09-29,pending,74126 Angel Estates Suite 745,Joneshaven,OK,83765,12.5,371.92
734,656,2025-07-12,shipped,06248 Shaw Shores Apt. 282,Theresachester,MI,42176,20.42,3425.66
735,639,2025-01-06,pending,3848 Jesus Extensions,Curtismouth,WI,15649,16.88,2563.72
736,50,2025-04-05,pending,546 Hernandez Ranch,Port Dianeport,ME,14432,18.07,5715.84
737,21,2025-06-01,pending,1138 Mary Skyway,Carlchester,IA,47800,18.79,511.59
738,427,2025-02-27,delivered,5848 Tanner Trail Suite 620,Cordovabury,VT,85305,12.61,3886.34
739,561,2025-10-15,shipped,3702 Jasmine Neck Suite 174,East Laura,ME,94928,14.49,1634.46
740,157,2025-10-14,processing,25514 Spencer Pass Suite 018,New Brenda,AL,80657,18.9,3173.72
741,646,2024-12-16,pending,26390 Elizabeth Walks,New Brandimouth,VA,31041,11.02,1553.26
742,678,2025-06-08,pending,834 Michelle Rapid Apt. 607,Houstonland,MH,70378,18.25,520.5
743,277,2025-10-21,cancelled,97034 Brown Landing Apt. 024,Rebeccashire,LA,82807,17.11,1785.09
744,141,2025-09-12,delivered,742 Mark Overpass,North Kyle,SD,17681,21.61,2602.6
745,108,2024-12-21,cancelled,82332 Jason Camp Apt. 938,Snowhaven,WI,21808,19.38,3834.12
746,121,2025-01-02,shipped,35611 Lee Courts Suite 756,New Seth,ND,20130,7.28,1363.07
747,109,2025-02-11,delivered,18444 Greene Hills Apt. 563,Tracychester,OH,84911,8.97,462.65
748,205,2025-05-24,shipped,7108 Fritz Lock,Jorgefurt,MN,04016,21.63,451.43
749,997,2024-12-01,processing,6414 Thomas Creek,Melissaland,VT,03463,12.16,886.6
750,420,2025-03-09,shipped,1371 Jenna Village,Gravesshire,FL,20613,8.21,4590.69
751,562,2025-06-24,delivered,807 Weaver Landing,Chelsealand,TX,81343,23.21,3723.51
752,705,2025-01-15,delivered,76960 Tara Ways,West Travis,MP,69363,11.61,3573.52
753,3,2025-04-19,pending,6161 Pearson Center Apt. 860,Alexandermouth,AZ,96310,18.43,1518.74
754,929,2025-08-16,pending,786 Stephanie Court,Andrewmouth,NE,59732,21.7,6352.01
755,686,2024-11-20,delivered,700 Randall Field Suite 464,Hernandezstad,AZ,84606,7.98,1800.98
756,93,2025-04-25,cancelled,2198 Sherri Plains Apt. 593,North Philipview,OK,58572,6.5,2244.3
757,741,2024-12-05,pending,925 Murphy Cove,Jonesport,PR,91216,23.1,1186.22
758,660,2024-11-22,processing,2875 Ramos Square,Lake Danielton,DE,61462,14.14,3343.75
759,304,2025-04-02,shipped,79126 Maurice Camp,Richardland,AL,30558,14.29,283.88
760,103,2025-06-16,processing,8100 James Route,Jasonshire,ID,15004,22.48,1841.68
761,873,2025-07-03,shipped,221 Cox Prairie Apt. 157,East Paulmouth,TN,68952,12.2,1480.4
762,694,2025-07-10,shipped,79280 Oneal River Suite 824,South Lisaburgh,RI,65085,13.52,4201.16
763,119,2024-12-21,pending,58250 Lloyd Harbors,North Michelle,DE,21484,22.02,426.75
764,912,2024-12-17,pending,829 Jordan Inlet,Williamsmouth,PW,37511,5.19,965.74
765,142,2025-10-13,processing,12595 Lee Square,Kellyborough,WA,80423,11.57,210.77
766,916,2025-01-19,delivered,8105 Mary Prairie,Jessicaton,WA,71358,24.1,3014.92
767,275,2025-07-22,pending,7233 Richards Landing,Lake Shellymouth,IL,67741,12.45,217.17
768,351,2025-03-29,processing,43567 Jones Heights Apt. 946,South Joshuamouth,MT,26110,7.28,3212.64
769,410,2025-08-30,delivered,87151 Lisa Branch,South Jacobton,OR,55312,10.44,4227.67
770,395,2025-09-01,delivered,99262 Kathryn Loaf,New Kaylastad,NV,78308,21.0,1341.82
771,665,2025-05-02,processing,2378 Johnson Port Apt. 475,Erictown,WI,32389,7.26,3503.7
772,713,2025-09-14,pending,012 Gary Avenue Apt. 112,Christinaview,CT,83070,24.63,968.94
773,865,2025-10-30,processing,12151 Bradley Plains,Lake Cassandrashire,MA,06962,7.07,1636.43
774,934,2025-04-03,cancelled,356 Jennifer Way Apt. 081,Emmaberg,MH,84723,14.65,6298.86
775,583,2025-10-03,delivered,68921 Rodgers Greens Suite 074,Gilbertport,PA,81604,8.63,2148.17
776,389,2025-02-17,shipped,3916 Brandon Locks Suite 165,Johnsonland,MI,17019,17.23,3593.76
777,884,2025-10-17,processing,63541 Wallace Roads Suite 304,Leemouth,WI,45695,14.66,2845.11
778,500,2025-07-06,pending,632 Sherman Fords,West Alan,ND,86446,22.75,2250.12
779,452,2025-11-06,pending,27481 Thomas Summit,Glenntown,MA,56549,6.27,4503.29
780,671,2025-07-14,shipped,9993 Natalie Row,New Stevenview,MO,49618,5.25,2071.21
781,890,2025-11-05,cancelled,825 George Estate,Littleland,AS,92114,20.35,1975.99
782,591,2025-06-28,cancelled,138 Andrew Rue Apt. 874,East Stephanieshire,OR,30967,9.48,863.2
783,979,2025-09-15,shipped,003 Chelsey Place Suite 788,West Alexandria,VI,18956,15.38,1011.05
784,705,2025-01-19,cancelled,2077 Conley Loaf Apt. 256,South Maria,CO,12274,6.9,2899.02
785,678,2025-09-13,processing,097 Melissa Gardens Apt. 855,Fischershire,FM,62846,14.64,967.64
786,680,2025-02-18,delivered,085 Karen Falls Suite 198,South Dylan,WY,01350,7.97,5213.28
787,847,2025-03-31,cancelled,8299 Ruiz Pike Apt. 419,Masonfurt,NY,06166,22.84,1491.24
788,628,2025-02-17,pending,925 Barron Spurs Apt. 419,Keithville,SC,48155,5.23,845.84
789,957,2025-05-05,processing,2696 Massey Valley Apt. 576,Martinmouth,MH,09157,15.11,2220.3
790,481,2025-02-17,delivered,983 Joseph Centers Suite 321,North Monica,MN,90482,22.39,1694.66
791,77,2025-02-12,delivered,865 Stephens Via Apt. 880,Porterville,NM,37809,11.41,322.92
792,339,2025-01-15,shipped,697 Estrada Lane,Garciamouth,SD,48272,6.01,2955.75
793,229,2025-09-26,cancelled,0975 Rodriguez Underpass,Lake Wendy,FM,74379,17.87,4172.85
794,413,2025-02-05,processing,9500 Torres Circles Suite 006,East Alanfort,WI,86498,6.58,1332.16
795,455,2025-07-31,cancelled,63486 Marcus Meadow Suite 887,West Lorraine,MH,82916,13.96,2393.0
796,878,2025-02-14,delivered,384 James Mountains Apt. 787,East Michelleborough,GU,07267,13.94,255.59
797,122,2025-08-20,delivered,1182 Welch Meadows,Port Paulburgh,VT,95807,19.9,3052.33
798,19,2024-12-12,pending,4670 Humphrey Union Suite 205,Lake Bruceton,FM,01716,13.07,2326.22
799,37,2025-10-29,cancelled,260 Lopez Crest,New Carriefurt,MP,70769,15.98,1483.08
800,846,2025-06-05,pending,909 Laura Estates,East Stephanie,WA,84113,20.84,3268.16
801,987,2025-09-18,cancelled,456 Morgan Roads,Kimfort,OR,89660,17.75,3540.59
802,912,2025-02-28,cancelled,592 Alexis Circles,New Dawn,MD,17570,16.25,2723.74
803,671,2024-11-22,delivered,3593 Michael Crossing Apt. 701,Shawnfort,ME,41247,24.01,2395.79
804,373,2024-12-14,pending,2145 Shelton Path Suite 716,South Tamara,CT,65224,21.33,1101.82
805,865,2025-07-18,delivered,268 Natasha Green Apt. 550,Lake Kennethmouth,AL,02078,11.64,2223.57
806,786,2025-02-24,cancelled,73375 Dakota Extension,Lyonsbury,DE,68870,17.0,1695.24
807,734,2025-05-20,shipped,7016 Colton Corners Suite 942,Heathermouth,WV,18485,19.32,470.15
808,117,2025-09-28,pending,0942 Marisa Loaf,Cindyshire,OR,42973,20.19,4744.03
809,228,2025-07-09,pending,0809 Castro Drives Apt. 154,Lopeztown,NY,31344,11.83,1567.19
810,850,2025-06-23,shipped,2518 James Roads Suite 349,North Gregoryfurt,IN,78799,15.95,7529.2
811,383,2025-05-31,pending,9354 Watkins Rue Suite 075,Kellyborough,ND,72141,5.92,3124.53
812,169,2025-09-24,delivered,40917 Kim Square,Rebeccafort,PR,40512,7.81,651.37
813,735,2025-10-09,delivered,7828 Scott Prairie,Bennettton,NH,75884,7.14,6060.85
814,626,2025-06-03,processing,51314 Aguilar Estate,East Tiffany,NY,49879,8.75,1370.3
815,953,2025-08-11,delivered,5872 Patrick Gateway,Hernandezmouth,WA,93214,9.31,715.81
816,845,2025-05-15,processing,45758 Walker Place,Crosbyhaven,AK,48607,19.34,2335.83
817,111,2024-11-30,delivered,5115 Kelly Via Apt. 871,Lake Benjaminborough,AL,07353,5.93,179.13
818,649,2025-02-10,cancelled,751 Reid Pines,Walkerview,RI,40592,7.46,3882.95
819,914,2025-09-01,delivered,836 Jennifer Canyon Apt. 984,Deannaside,HI,66572,14.15,3886.67
820,604,2024-12-08,cancelled,172 Johnson Point Apt. 388,Deleonberg,DE,64002,7.69,1304.05
821,511,2025-07-17,pending,0696 Allison Parkways,Kimberlyside,NM,77290,15.61,825.71
822,50,2025-02-26,cancelled,73322 Ricky Extensions,Tinaside,AK,61268,23.71,120.49
823,859,2025-11-05,cancelled,3585 Duncan Walks Apt. 874,Port Keith,VI,07345,14.66,2028.21
824,521,2025-11-01,processing,24090 Williams Roads Apt. 450,Port Martha,AS,31055,18.84,33.57
825,178,2025-03-29,processing,692 Terry Spur,South Carlos,MN,11463,7.07,1316.21
826,674,2025-03-27,cancelled,88228 Johnson Divide Apt. 361,New Beth,WY,22806,17.12,4064.31
827,330,2025-01-28,cancelled,874 Murphy Walks,East Tanner,SD,90530,22.63,384.57
828,429,2025-07-12,cancelled,660 Mcfarland Lodge Suite 420,Johnsonfort,CT,30809,23.32,1614.84
829,781,2025-10-22,processing,992 Rebekah Corners Apt. 899,Darylhaven,WA,56841,10.47,732.0
830,987,2025-08-08,shipped,4231 Diana Lane,West Kimberly,KY,67726,24.41,2409.36
831,464,2025-11-02,processing,6746 Peterson Lake Suite 519,Jesseberg,MA,36783,7.76,3455.2
832,617,2025-05-15,cancelled,085 Christopher Inlet Suite 750,Rodneystad,IL,34040,10.98,862.62
833,719,2025-09-17,cancelled,2288 Destiny Squares Apt. 602,Hollandport,WI,74015,22.21,1832.2
834,729,2024-11-21,cancelled,9687 Sarah Trace Suite 201,Fosterland,CO,07291,17.65,1639.59
835,206,2025-07-21,processing,3028 Coleman Stravenue Suite 358,New Marilynshire,GU,72540,17.48,583.22
